meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Beijing 2008,47.67,14/08/2008,Men 100 Freestyle LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,116,119,993,Beijing,CHN
Olympic Games Beijing 2008,47.67,14/08/2008,Men 100 Freestyle LCM Male,USA,United States of America,"LEZAK, Jason",M,12/11/1975,,,116,120,993,Beijing,CHN
World Aquatics Championships - Fukuoka 2023,47.68,26/07/2023,Men 100 Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,121,121,949,Fukuoka,JPN
Maria Lenk / Brazil Trophy,47.68,18/04/2019,Men 100 Freestyle LCM Male,BRA,Brazil,"CHIERIGHINI, Marcelo",M,15/01/1991,,,121,122,952,Rio de Janeiro,BRA
Olympic Games Beijing 2008,47.68,13/08/2008,Men 100 Freestyle LCM Male,NED,Netherlands,"VAN DEN HOOGENBAND, Pieter",M,14/03/1978,,,121,123,992,Beijing,CHN
European Championships 2022,47.69,14/08/2022,Men 100 Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,124,124,951,Rome,ITA
European Junior Swimming Championships 2022,47.69,10/07/2022,Men 100 Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,124,125,951,Otopeni,ROU
19th FINA World Championships Budapest 2022,47.69,21/06/2022,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,124,126,951,Budapest,HUN
USA Winter National Championships (50m),47.69,07/12/2019,Men 100 Freestyle LCM Male,USA,United States of America,"APPLE, Zach",M,23/04/1997,,,124,127,951,Atlanta,USA
Russian National Championships (50m),47.70,06/04/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,09/07/2000,,,128,128,951,Kazan,RUS
17th Asian Games 2014,47.70,25/09/2014,Men 100 Freestyle LCM Male,CHN,People's Republic of China,"NING, Zetao",M,06/03/1993,,,128,129,951,Incheon,KOR
World Aquatics Championships - Fukuoka 2023,47.71,26/07/2023,Men 100 Freestyle LCM Male,CAY,Cayman Islands,"CROOKS, Jordan",M,02/05/2002,,,130,130,947,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,47.71,26/07/2023,Men 100 Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,130,131,947,Fukuoka,JPN
19th FINA World Championships Budapest 2022,47.71,22/06/2022,Men 100 Freestyle LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,130,132,950,Budapest,HUN
Olympic Games Tokyo 2020,47.71,27/07/2021,Men 100 Freestyle LCM Male,ITA,Italy,"CECCON, Thomas",M,27/01/2001,,,130,133,950,Tokyo,JPN
Olympic Games Tokyo 2020,47.71,26/07/2021,Men 100 Freestyle LCM Male,ROC,ROC,"MINAKOV, Andrei",M,17/03/2002,,,130,134,950,Tokyo,JPN
15th FINA World Championships 2013,47.71,01/08/2013,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,11/04/1991,,,130,135,950,Barcelona,ESP
15th FINA World Championships 2013,47.71,31/07/2013,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,11/04/1991,,,130,136,950,Barcelona,ESP
British National Championships (50m),47.72,06/04/2023,Men 100 Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,137,137,946,Sheffield,GBR
Olympic Games Tokyo 2020,47.72,29/07/2021,Men 100 Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,137,138,949,Tokyo,JPN
Olympic Games Tokyo 2020,47.72,28/07/2021,Men 100 Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,137,139,949,Tokyo,JPN
Olympic Games Tokyo 2020,47.72,26/07/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,137,140,949,Tokyo,JPN
US Olympic Team Trials - Wave II,47.72,17/06/2021,Men 100 Freestyle LCM Male,USA,United States of America,"APPLE, Zach",M,23/04/1997,,,137,141,949,Omaha,USA
US Olympic Team Trials - Swimming,47.72,30/06/2016,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,07/12/1988,,,137,142,949,Omaha,USA
Olympic Games Tokyo 2020,47.73,27/07/2021,Men 100 Freestyle LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,143,143,949,Tokyo,JPN
2014 Victorian Open Championships,47.73,17/01/2014,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,11/04/1991,,,143,144,949,Melbourne,AUS
13th FINA World Championships 2009,47.73,26/07/2009,Men 100 Freestyle LCM Male,FRA,France,"GILOT, Fabien",M,27/04/1984,,,143,145,,Rome,ITA
European Championships 2021,47.74,19/05/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,146,146,948,Budapest,HUN
European Championships 2021,47.74,17/05/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,146,147,948,Budapest,HUN
Russian National Championships (50m),47.74,09/04/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,146,148,948,Moscow,RUS
Phillips 66 National Championships (50m),47.75,27/06/2023,Men 100 Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,149,149,945,Indianapolis,USA
Philipps 66 USA National Championships (50m),47.75,31/07/2019,Men 100 Freestyle LCM Male,USA,United States of America,"ROONEY, Maxime",M,16/04/1998,,,149,150,948,Palo Alto,USA
Russian National Championships (50m),47.75,22/04/2018,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MOROZOV, Vladimir",M,16/06/1992,,,149,151,948,Moscow,RUS
2014 NSW State Open Championships,47.75,28/02/2014,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,11/04/1991,,,149,152,948,Sydney,AUS
Olympic Games Beijing 2008,47.75,14/08/2008,Men 100 Freestyle LCM Male,NED,Netherlands,"VAN DEN HOOGENBAND, Pieter",M,14/03/1978,,,149,153,988,Beijing,CHN
European Championships 2022,47.76,14/08/2022,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,154,154,947,Rome,ITA
European Championships 2022,47.76,12/08/2022,Men 100 Freestyle LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,154,155,947,Rome,ITA
European Junior Swimming Championships 2022,47.76,05/07/2022,Men 100 Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,154,156,947,Otopeni,ROU
