meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Tokyo 2020,52.32,29/07/2021,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,23,23,965,Tokyo,JPN
15th FINA World Championships 2013,52.33,28/07/2013,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,24,24,985,Barcelona,ESP
FINA Swimming World Cup 2019,52.34,10/08/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,25,25,964,Jinan,CHN
15th FINA World Championships 2013,52.34,02/08/2013,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,25,26,984,Barcelona,ESP
Hancock Prospecting Australian Swimming Trials 2021,52.35,16/06/2021,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,27,27,963,Adelaide,AUS
Hancock Prospecting Australian National Championships (50m),52.35,07/04/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,27,28,963,Adelaide,AUS
Hancock Prospecting National Championships Australia (50m),52.37,01/03/2018,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,29,29,962,Gold Coast,AUS
Japan Open (50m) 2016,52.38,20/05/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,30,30,982,Tokyo,JPN
Australian National Championships (50m),52.38,11/04/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,30,31,982,Adelaide,AUS
Olympic Games Tokyo 2020,52.40,29/07/2021,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,32,32,961,Tokyo,JPN
Hancock Prospecting Australian Swimming Trials 2019,52.41,13/06/2019,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,33,33,960,Brisbane,AUS
Hancock Prospecting Australian Swimming Club Championships 2021,52.43,15/04/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,34,34,959,Gold Coast,AUS
18th FINA World Championships 2019,52.43,26/07/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,34,35,959,Gwangju,KOR
18th FINA World Championships 2019,52.43,25/07/2019,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,34,36,959,Gwangju,KOR
18th FINA World Championships 2019,52.44,21/07/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,37,37,958,Gwangju,KOR
17th FINA World Championships 2017,52.44,27/07/2017,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,37,38,978,Budapest,HUN
McDonald’s Queensland Championships 2020,52.46,14/12/2020,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,39,39,957,Brisbane,AUS
18th FINA World Championships 2019,52.46,26/07/2019,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,39,40,957,Gwangju,KOR
Australian Swimming Trials,52.48,17/06/2023,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,41,41,956,Melbourne,AUS
World Aquatics Championships - Fukuoka 2023,52.49,28/07/2023,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,42,42,956,Fukuoka,JPN
Australian National Championships (50m),52.49,18/05/2022,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,42,43,956,Adelaide,AUS
Hancock Prospecting Australian Swimming Club Championships 2021,52.49,15/04/2021,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,42,44,956,Gold Coast,AUS
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2023,52.50,17/05/2023,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,45,45,955,Barcelona,ESP
FINA Swimming World Cup 2019,52.51,13/10/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,46,46,954,Berlin,GER
Australian Swimming Trials,52.52,17/06/2023,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,47,47,954,Melbourne,AUS
Olympic Games Tokyo 2020,52.52,30/07/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,47,48,954,Tokyo,JPN
16th FINA World Championships 2015,52.52,07/08/2015,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,47,49,974,Kazan,RUS
US National Championships (50m),52.54,25/07/2018,Women 100 Freestyle LCM Female,USA,United States of America,"MANUEL, Simone",F,02/08/1996,,,50,50,953,Irvine,USA
Swim Open Stockholm 2017,52.54,11/04/2017,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,50,51,972,Stockholm,SWE
German National Championships (50m),52.56,27/06/2009,Women 100 Freestyle LCM Female,GER,Germany,"STEFFEN, Britta",F,16/11/1983,,,52,52,,Berlin,GER
Phillips 66 National Championships (50m),52.57,27/06/2023,Women 100 Freestyle LCM Female,USA,United States of America,"DOUGLASS, Kate",F,17/11/2001,,,53,53,951,Indianapolis,USA
Australian National Championships (50m),52.58,11/04/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,54,54,971,Adelaide,AUS
Olympic Games Tokyo 2020,52.59,30/07/2021,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,55,55,950,Tokyo,JPN
Hancock Prospecting Australian Swimming Trials 2021,52.59,16/06/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,55,56,950,Adelaide,AUS
SNSW State Open Championships 2021,52.59,18/03/2021,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,55,57,950,Sydney,AUS
17th FINA World Championships 2017,52.59,23/07/2017,Women 100 Freestyle LCM Female,USA,United States of America,"COMERFORD, Mallory",F,06/09/1997,,,55,58,970,Budapest,HUN
Australian National Championships (50m),52.60,18/05/2022,Women 100 Freestyle LCM Female,AUS,Australia,"JACK, Shayna",F,06/11/1998,,,59,59,950,Adelaide,AUS
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,52.60,11/06/2017,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,59,60,969,Monaco,MON
FINA Swimming World Cup 2019,52.61,09/11/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,61,61,949,Doha,QAT
Pan Pacs Trials 2018,52.61,30/06/2018,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,61,62,949,Adelaide,AUS
Olympic Games Tokyo 2020,52.62,25/07/2021,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,63,63,949,Tokyo,JPN
12th Pan Pacific Championships 2014,52.62,22/08/2014,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,63,64,968,Gold Coast,AUS
13th FINA World Championships 2009,52.62,26/07/2009,Women 100 Freestyle LCM Female,AUS,Australia,"LENTON, Libby",F,28/01/1985,,,63,65,,Rome,ITA
Australian National Championships (50m),52.63,17/04/2023,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,66,66,948,Gold Coast,AUS
22nd Commonwealth Games 2022,52.63,02/08/2022,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,66,67,948,Birmingham,GBR
59th International Trophy Sette Colli,52.64,24/06/2023,Women 100 Freestyle LCM Female,CLB,Club,"HAUGHEY, Siobhan",F,31/10/1997,,,68,68,947,Rome,ITA
Australian Swimming Trials,52.64,17/06/2023,Women 100 Freestyle LCM Female,AUS,Australia,"JACK, Shayna",F,06/11/1998,,,68,69,947,Melbourne,AUS
Australian National Championships (50m),52.64,17/04/2023,Women 100 Freestyle LCM Female,AUS,Australia,"JACK, Shayna",F,06/11/1998,,,68,70,947,Gold Coast,AUS
FINA Swimming World Cup 2019,52.64,04/08/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,68,71,947,Tokyo,JPN
21st Commonwealth Games 2018,52.64,08/04/2018,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,68,72,947,Gold Coast,AUS
13th Pan Pacific Championships 2018,52.66,10/08/2018,Women 100 Freestyle LCM Female,USA,United States of America,"MANUEL, Simone",F,02/08/1996,,,73,73,946,Tokyo,JPN
19th FINA World Championships Budapest 2022,52.67,23/06/2022,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,74,74,946,Budapest,HUN
European Championships 2018,52.67,07/08/2018,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,74,75,946,Glasgow,GBR
European Championships 2014,52.67,20/08/2014,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,74,76,966,Berlin,GER
Olympic Games Tokyo 2020,52.68,30/07/2021,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,77,77,945,Tokyo,JPN
20th Commonwealth Games 2014,52.68,28/07/2014,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,77,78,965,Glasgow,GBR
Australian National Championships (50m),52.68,01/04/2014,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,77,79,965,Brisbane,AUS
21st Commonwealth Games 2018,52.69,09/04/2018,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,80,80,945,Gold Coast,AUS
17th FINA World Championships 2017,52.69,28/07/2017,Women 100 Freestyle LCM Female,DEN,Denmark,"BLUME, Pernille",F,14/05/1994,,,80,81,964,Budapest,HUN
17th FINA World Championships 2017,52.69,27/07/2017,Women 100 Freestyle LCM Female,USA,United States of America,"MANUEL, Simone",F,02/08/1996,,,80,82,964,Budapest,HUN
Australian National Championships (50m),52.69,07/04/2015,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,80,83,965,Sydney,AUS
Eindhoven Swim Cup / Dutch Championships1,52.69,05/04/2015,Women 100 Freestyle LCM Female,NED,Netherlands,"HEEMSKERK, Femke",F,21/09/1987,,,80,84,965,Eindhoven,NED
2013 McDonalds Queensland Championships,52.69,14/12/2013,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,80,85,965,Brisbane ,AUS
19th FINA World Championships Budapest 2022,52.70,18/06/2022,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,86,86,944,Budapest,HUN
Olympic Games Tokyo 2020,52.70,28/07/2021,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,86,87,944,Tokyo,JPN
Olympic Games Rio 2016,52.70,11/08/2016,Women 100 Freestyle LCM Female,USA,United States of America,"MANUEL, Simone",F,02/08/1996,,,86,88,964,Rio de Janeiro,BRA
Olympic Games Rio 2016,52.70,11/08/2016,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,86,89,964,Rio de Janeiro,BRA
16th FINA World Championships 2015,52.70,07/08/2015,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,86,90,964,Kazan,RUS
World Aquatics Championships - Fukuoka 2023,52.71,28/07/2023,Women 100 Freestyle LCM Female,NED,Netherlands,"STEENBERGEN, Marrit",F,11/01/2000,,,91,91,944,Fukuoka,JPN
Olympic Games Tokyo 2020,52.71,29/07/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,91,92,944,Tokyo,JPN
Hancock Prospecting Australian Swimming Club Championships 2021,52.71,15/04/2021,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,91,93,944,Gold Coast,AUS
18th FINA World Championships 2019,52.71,25/07/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,91,94,944,Gwangju,KOR
Olympic Games Rio 2016,52.71,10/08/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,91,95,964,Rio de Janeiro,BRA
13th Pan Pacific Championships 2018,52.72,10/08/2018,Women 100 Freestyle LCM Female,CAN,Canada,"RUCK, Taylor",F,28/05/2000,,,96,96,943,Tokyo,JPN
55th International Trophy Sette Colli,52.72,30/06/2018,Women 100 Freestyle LCM Female,DEN,Denmark,"BLUME, Pernille",F,14/05/1994,,,96,97,943,Rome,ITA
55th International Trophy Sette Colli,52.72,29/06/2018,Women 100 Freestyle LCM Female,DEN,Denmark,"BLUME, Pernille",F,14/05/1994,,,96,98,943,Rome,ITA
Olympic Games Rio 2016,52.72,10/08/2016,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,96,99,963,Rio de Janeiro,BRA
12th Pan Pacific Championships 2014,52.72,22/08/2014,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,96,100,963,Gold Coast,AUS
Eindhoven Swim Cup,52.73,10/04/2014,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,101,101,962,Eindhoven,NED
French National Championships (50m),52.74,26/05/2018,Women 100 Freestyle LCM Female,FRA,France,"BONNET, Charlotte",F,14/02/1995,,,102,102,942,Saint Raphael,FRA
French National Championships (50m),52.74,25/05/2018,Women 100 Freestyle LCM Female,FRA,France,"BONNET, Charlotte",F,14/02/1995,,,102,103,942,Saint Raphael,FRA
Olympic Games Tokyo 2020,52.75,28/07/2021,Women 100 Freestyle LCM Female,GBR,Great Britain,"HOPKIN, Anna",F,24/04/1996,,,104,104,942,Tokyo,JPN
18th FINA World Championships 2019,52.75,26/07/2019,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,104,105,942,Gwangju,KOR
Swim Cup Eindhoven 2012,52.75,12/04/2012,Women 100 Freestyle LCM Female,NED,Netherlands,"KROMOWIDJOJO, Ranomi",F,20/08/1990,,,104,106,961,Eindhoven,NED
Hancock Prospecting Australian Swimming Trials 2021,52.76,16/06/2021,Women 100 Freestyle LCM Female,AUS,Australia,"WILSON, Madison",F,31/05/1994,,,107,107,941,Adelaide,AUS
FINA Swimming World Cup 2019,52.76,03/11/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,107,108,941,Kazan,RUS
Malmsten Swim Open Stockholm 2019,52.76,15/04/2019,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,107,109,941,Stockholm,SWE
18th FINA World Championships 2019,52.77,25/07/2019,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,110,110,940,Gwangju,KOR
55th International Trophy Sette Colli,52.77,30/06/2018,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,110,111,940,Rome,ITA
55th International Trophy Sette Colli,52.77,29/06/2018,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,110,112,940,Rome,ITA
Malmsten Swim Open Stockholm 2018,52.77,08/04/2018,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,110,113,940,Stockholm,SWE
Malmsten Swim Open Stockholm 2018,52.77,05/04/2018,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,110,114,940,Stockholm,SWE
17th FINA World Championships 2017,52.77,28/07/2017,Women 100 Freestyle LCM Female,USA,United States of America,"COMERFORD, Mallory",F,06/09/1997,,,110,115,960,Budapest,HUN
Hancock Prospecting Australian Swimming Trials 2021,52.78,16/06/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,116,116,940,Adelaide,AUS
FINA Swimming World Cup 2019,52.78,16/08/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,116,117,940,Singapore,SGP
17th FINA World Championships 2017,52.78,28/07/2017,Women 100 Freestyle LCM Female,NED,Netherlands,"KROMOWIDJOJO, Ranomi",F,20/08/1990,,,116,118,959,Budapest,HUN
Hancock Prospecting Australian,52.78,09/04/2017,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,116,119,959,Brisbane,AUS
Olympic Games Rio 2016,52.78,10/08/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,116,120,960,Rio de Janeiro,BRA
Swim Open Stockholm,52.78,02/04/2016,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,116,121,960,Stockholm,SWE
16th FINA World Championships 2015,52.78,06/08/2015,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,116,122,960,Kazan,RUS
Olympic Games Tokyo 2020,52.79,30/07/2021,Women 100 Freestyle LCM Female,NED,Netherlands,"HEEMSKERK, Femke",F,21/09/1987,,,123,123,939,Tokyo,JPN
Kosuke Kitajima Cup,52.79,18/11/2018,Women 100 Freestyle LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,123,124,939,Tokyo,JPN
Eindhoven Swim Cup / Dutch Championships1,52.79,04/04/2015,Women 100 Freestyle LCM Female,NED,Netherlands,"HEEMSKERK, Femke",F,21/09/1987,,,123,125,959,Eindhoven,NED
19th FINA World Championships Budapest 2022,52.80,23/06/2022,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,126,126,939,Budapest,HUN
Olympic Games Tokyo 2020,52.80,28/07/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,126,127,939,Tokyo,JPN
Australian National Championships (50m),52.80,11/04/2016,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,126,128,959,Adelaide,AUS
World Aquatics Championships - Fukuoka 2023,52.81,28/07/2023,Women 100 Freestyle LCM Female,USA,United States of America,"DOUGLASS, Kate",F,17/11/2001,,,129,129,938,Fukuoka,JPN
US National Championships (50m),52.81,27/06/2017,Women 100 Freestyle LCM Female,USA,United States of America,"COMERFORD, Mallory",F,06/09/1997,,,129,130,957,Indianapolis,USA
World Aquatics Championships - Fukuoka 2023,52.82,27/07/2023,Women 100 Freestyle LCM Female,NED,Netherlands,"STEENBERGEN, Marrit",F,11/01/2000,,,131,131,938,Fukuoka,JPN
Olympic Games Tokyo 2020,52.82,29/07/2021,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,131,132,938,Tokyo,JPN
FINA Champions Swim Series 2019,52.82,28/04/2019,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,131,133,938,Guangzhou,CHN
European Championships 2016,52.82,18/05/2016,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,131,134,958,London,GBR
16th FINA World Championships 2015,52.82,07/08/2015,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,131,135,958,Kazan,RUS
World Aquatics Championships - Fukuoka 2023,52.83,28/07/2023,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,136,136,937,Fukuoka,JPN
Australian National Championships (50m),52.83,18/05/2022,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,136,137,937,Adelaide,AUS
Olympic Games Tokyo 2020,52.83,30/07/2021,Women 100 Freestyle LCM Female,GBR,Great Britain,"HOPKIN, Anna",F,24/04/1996,,,136,138,937,Tokyo,JPN
SNSW State Open Championships 2021,52.83,18/03/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,136,139,937,Sydney,AUS
European Championships 2018,52.83,03/08/2018,Women 100 Freestyle LCM Female,DEN,Denmark,"BLUME, Pernille",F,14/05/1994,,,136,140,937,Glasgow,GBR
2013 EnergyAustralia Swimming,52.83,26/04/2013,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,136,141,957,Adelaide,AUS
Hancock Prospecting Australian Swimming Trials 2019,52.84,13/06/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,142,142,937,Brisbane,AUS
Hancock Prospecting Australian National Championships (50m),52.84,07/04/2019,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,142,143,937,Adelaide,AUS
McDonalds Queensland Championships 2015,52.84,14/12/2015,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,142,144,956,Brisbane,AUS
16th FINA World Championships 2015,52.84,06/08/2015,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,142,145,956,Kazan,RUS
13th FINA World Championships 2009,52.84,30/07/2009,Women 100 Freestyle LCM Female,AUS,Australia,"LENTON, Libby",F,28/01/1985,,,142,146,,Rome,ITA
Mare Nostrum - Meeting International de Canet-en-Roussillon 2023,52.85,14/05/2023,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,147,147,936,Canet-en-Roussillon,FRA
19th FINA World Championships Budapest 2022,52.85,22/06/2022,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,147,148,936,Budapest,HUN
Hancock Prospecting Australian Swimming Club Championships 2021,52.85,15/04/2021,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,147,149,936,Gold Coast,AUS
18th FINA World Championships 2019,52.85,21/07/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,147,150,936,Gwangju,KOR
13th Pan Pacific Championships 2018,52.85,11/08/2018,Women 100 Freestyle LCM Female,CAN,Canada,"RUCK, Taylor",F,28/05/2000,,,147,151,936,Tokyo,JPN
